Position,Coverage +,SPC +,T +,T + (close),pvalue +,padj +,Coverage -,SPC -,T -,T - (close),pvalue -,padj -
248,69,1,0.0099,0.0099,2.65e-01,1.00e+00,85,1,0.01,0.01,2.94e-01,1.00e+00
249,70,1,0.0099,0.0099,2.65e-01,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
250,70,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
251,68,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
252,69,1,0.0099,0.0099,2.65e-01,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
253,69,0,0.0099,0.0099,1.00e+00,1.00e+00,85,1,0.01,0.01,2.94e-01,1.00e+00
254,70,1,0.0099,0.0099,2.65e-01,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
255,72,2,0.0099,0.0099,1.22e-01,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
256,71,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
257,71,0,0.0099,0.0099,1.00e+00,1.00e+00,86,1,0.01,0.01,2.94e-01,1.00e+00
258,70,0,0.0099,0.0099,1.00e+00,1.00e+00,87,1,0.01,0.01,2.94e-01,1.00e+00
259,70,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
260,67,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
261,67,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
262,67,0,0.0099,0.0099,1.00e+00,1.00e+00,92,2,0.022,0.022,1.60e-01,1.00e+00
263,67,0,0.0099,0.0099,1.00e+00,1.00e+00,90,5,0.056,0.056,3.21e-02,1.00e+00
264,67,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
265,67,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
266,68,1,0.0099,0.0099,2.65e-01,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
267,68,0,0.0099,0.0099,1.00e+00,1.00e+00,86,3,0.01,0.01,9.17e-02,1.00e+00
268,66,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
269,63,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
270,63,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
271,64,1,0.0099,0.0099,2.65e-01,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
272,66,3,0.0099,0.0099,6.28e-02,1.00e+00,84,4,0.01,0.01,5.39e-02,1.00e+00
273,66,0,0.0099,0.0099,1.00e+00,1.00e+00,80,1,0.01,0.01,2.94e-01,1.00e+00
274,66,0,0.0099,0.0099,1.00e+00,1.00e+00,81,0,0.01,0.01,1.00e+00,1.00e+00
275,66,0,0.0099,0.0099,1.00e+00,1.00e+00,81,0,0.01,0.01,1.00e+00,1.00e+00
276,72,6,0.0099,0.0099,1.08e-02,1.00e+00,81,0,0.01,0.01,1.00e+00,1.00e+00
277,72,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
278,72,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
279,71,0,0.0099,0.0099,1.00e+00,1.00e+00,82,1,0.01,0.01,2.94e-01,1.00e+00
280,68,0,0.0099,0.0099,1.00e+00,1.00e+00,81,3,0.01,0.01,9.17e-02,1.00e+00
281,73,5,0.0099,0.0099,1.90e-02,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
282,74,1,0.0099,0.0099,2.65e-01,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
283,74,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
284,72,0,0.0099,0.0099,1.00e+00,1.00e+00,79,4,0.01,0.01,5.39e-02,1.00e+00
285,72,0,0.0099,0.0099,1.00e+00,1.00e+00,76,1,0.01,0.01,2.94e-01,1.00e+00
286,72,0,0.0099,0.0099,1.00e+00,1.00e+00,75,0,0.01,0.01,1.00e+00,1.00e+00
287,72,0,0.0099,0.0099,1.00e+00,1.00e+00,76,0,0.01,0.01,1.00e+00,1.00e+00
288,72,0,0.0099,0.0099,1.00e+00,1.00e+00,76,0,0.01,0.01,1.00e+00,1.00e+00
289,72,0,0.0099,0.0099,1.00e+00,1.00e+00,78,1,0.01,0.01,2.94e-01,1.00e+00
290,72,0,0.0099,0.0099,1.00e+00,1.00e+00,77,0,0.01,0.01,1.00e+00,1.00e+00
291,76,4,0.0099,0.0099,3.41e-02,1.00e+00,77,0,0.01,0.01,1.00e+00,1.00e+00
292,76,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
293,76,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
294,76,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
295,75,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
296,75,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
297,74,0,0.0099,0.0099,1.00e+00,1.00e+00,83,1,0.01,0.01,2.94e-01,1.00e+00
298,74,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
299,74,0,0.0099,0.0099,1.00e+00,1.00e+00,82,4,0.01,0.01,5.39e-02,1.00e+00
300,74,0,0.0099,0.0099,1.00e+00,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
301,74,1,0.0099,0.0099,2.65e-01,1.00e+00,78,1,0.01,0.01,2.94e-01,1.00e+00
302,74,0,0.0099,0.0099,1.00e+00,1.00e+00,77,0,0.01,0.01,1.00e+00,1.00e+00
303,74,0,0.0099,0.0099,1.00e+00,1.00e+00,77,0,0.01,0.01,1.00e+00,1.00e+00
304,74,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
305,74,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
306,74,0,0.0099,0.0099,1.00e+00,1.00e+00,86,2,0.01,0.01,1.60e-01,1.00e+00
307,75,1,0.0099,0.0099,2.65e-01,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
308,75,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
309,73,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
310,73,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
311,73,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
312,73,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
313,73,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
314,73,0,0.0099,0.0099,1.00e+00,1.00e+00,91,1,0.011,0.011,2.94e-01,1.00e+00
315,70,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
316,70,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
317,71,1,0.0099,0.0099,2.65e-01,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
318,71,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
319,71,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
320,71,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
321,69,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
322,68,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
323,67,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
324,68,1,0.0099,0.0099,2.65e-01,1.00e+00,96,0,0.01,0.01,1.00e+00,1.00e+00
325,64,0,0.0099,0.0099,1.00e+00,1.00e+00,99,2,0.02,0.02,1.60e-01,1.00e+00
326,61,0,0.0099,0.0099,1.00e+00,1.00e+00,97,1,0.01,0.01,2.94e-01,1.00e+00
327,63,2,0.0099,0.0099,1.22e-01,1.00e+00,96,2,0.021,0.021,1.60e-01,1.00e+00
328,63,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
329,63,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
330,63,0,0.0099,0.0099,1.00e+00,1.00e+00,96,2,0.021,0.021,1.60e-01,1.00e+00
331,63,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
332,63,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
333,62,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
334,61,0,0.0099,0.0099,1.00e+00,1.00e+00,94,0,0.01,0.01,1.00e+00,1.00e+00
335,62,1,0.0099,0.0099,2.65e-01,1.00e+00,94,2,0.021,0.021,1.60e-01,1.00e+00
336,62,0,0.0099,0.0099,1.00e+00,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
337,69,7,0.0099,0.0099,6.17e-03,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
338,69,0,0.0099,0.0099,1.00e+00,1.00e+00,95,2,0.021,0.021,1.60e-01,1.00e+00
339,69,0,0.0099,0.0099,1.00e+00,1.00e+00,93,0,0.01,0.01,1.00e+00,1.00e+00
340,72,3,0.0099,0.0099,6.28e-02,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
341,71,0,0.0099,0.0099,1.00e+00,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
342,72,1,0.0099,0.0099,2.65e-01,1.00e+00,97,0,0.01,0.01,1.00e+00,1.00e+00
343,73,1,0.0099,0.0099,2.65e-01,1.00e+00,97,2,0.02,0.02,1.60e-01,1.00e+00
344,73,0,0.0099,0.0099,1.00e+00,1.00e+00,95,0,0.01,0.01,1.00e+00,1.00e+00
345,74,2,0.0099,0.0099,1.22e-01,1.00e+00,95,6,0.062,0.062,1.93e-02,1.00e+00
346,71,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
347,76,7,0.0099,0.0099,6.17e-03,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
348,76,0,0.0099,0.0099,1.00e+00,1.00e+00,94,2,0.02,0.02,1.60e-01,1.00e+00
349,77,2,0.0099,0.0099,1.22e-01,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
350,76,0,0.0099,0.0099,1.00e+00,1.00e+00,93,1,0.01,0.01,2.94e-01,1.00e+00
351,77,1,0.0099,0.0099,2.65e-01,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
352,77,5,0.0099,0.0099,1.90e-02,1.00e+00,92,0,0.01,0.01,1.00e+00,1.00e+00
353,77,0,0.0099,0.0099,1.00e+00,1.00e+00,92,1,0.0098,0.0098,2.94e-01,1.00e+00
354,76,1,0.0099,0.0099,2.65e-01,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
355,74,0,0.0099,0.0099,1.00e+00,1.00e+00,92,4,0.039,0.039,5.39e-02,1.00e+00
356,74,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
357,72,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
358,72,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
359,72,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
360,72,0,0.0099,0.0099,1.00e+00,1.00e+00,89,2,0.02,0.02,1.60e-01,1.00e+00
361,72,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
362,75,4,0.0099,0.0099,3.41e-02,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
363,74,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
364,75,1,0.0099,0.0099,2.65e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
365,72,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
366,73,1,0.0099,0.0099,2.65e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
367,72,0,0.0099,0.0099,1.00e+00,1.00e+00,88,1,0.0096,0.0096,2.94e-01,1.00e+00
368,72,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
369,72,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
370,72,0,0.0099,0.0099,1.00e+00,1.00e+00,87,6,0.058,0.058,1.93e-02,1.00e+00
371,71,0,0.0099,0.0099,1.00e+00,1.00e+00,81,3,0.031,0.031,9.17e-02,1.00e+00
372,71,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
373,72,1,0.0099,0.0099,2.65e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
374,72,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
375,71,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
376,70,0,0.0099,0.0099,1.00e+00,1.00e+00,86,1,0.01,0.01,2.94e-01,1.00e+00
377,70,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
378,70,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
379,70,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
380,70,0,0.0099,0.0099,1.00e+00,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
381,76,6,0.0099,0.0099,1.08e-02,1.00e+00,86,3,0.029,0.029,9.17e-02,1.00e+00
382,75,0,0.0099,0.0099,1.00e+00,1.00e+00,84,1,0.0097,0.0097,2.94e-01,1.00e+00
383,75,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
384,75,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
385,75,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
386,77,2,0.0099,0.0099,1.22e-01,1.00e+00,83,1,0.0098,0.0098,2.94e-01,1.00e+00
387,76,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
388,76,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
389,76,0,0.0099,0.0099,1.00e+00,1.00e+00,83,5,0.049,0.049,3.21e-02,1.00e+00
390,76,0,0.0099,0.0099,1.00e+00,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
391,76,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
392,76,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
393,76,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
394,76,0,0.0099,0.0099,1.00e+00,1.00e+00,81,1,0.0099,0.0099,2.94e-01,1.00e+00
395,76,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
396,78,2,0.0099,0.0099,1.22e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
397,79,2,0.0099,0.0099,1.22e-01,1.00e+00,81,0,0.01,0.01,1.00e+00,1.00e+00
398,79,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
399,79,0,0.0099,0.0099,1.00e+00,1.00e+00,82,2,0.02,0.02,1.60e-01,1.00e+00
400,80,1,0.0099,0.0099,2.65e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
401,79,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
402,81,2,0.0099,0.0099,1.22e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
403,80,1,0.0099,0.0099,2.65e-01,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
404,80,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
405,78,0,0.0099,0.0099,1.00e+00,1.00e+00,83,1,0.0093,0.0093,2.94e-01,1.00e+00
406,78,0,0.0099,0.0099,1.00e+00,1.00e+00,82,1,0.0093,0.0093,2.94e-01,1.00e+00
407,80,3,0.0099,0.0099,6.28e-02,1.00e+00,81,1,0.0092,0.0092,2.94e-01,1.00e+00
408,80,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
409,79,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
410,79,0,0.0099,0.0099,1.00e+00,1.00e+00,84,6,0.053,0.053,1.93e-02,1.00e+00
411,79,0,0.0099,0.0099,1.00e+00,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
412,80,1,0.0099,0.0099,2.65e-01,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
413,80,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
414,81,2,0.0099,0.0099,1.22e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
415,81,0,0.0099,0.0099,1.00e+00,1.00e+00,82,1,0.0089,0.0089,2.94e-01,1.00e+00
416,80,0,0.0099,0.0099,1.00e+00,1.00e+00,82,0,0.01,0.01,1.00e+00,1.00e+00
417,81,1,0.0099,0.0099,2.65e-01,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
418,81,0,0.0099,0.0099,1.00e+00,1.00e+00,90,0,0.01,0.01,1.00e+00,1.00e+00
419,81,0,0.0099,0.0099,1.00e+00,1.00e+00,90,1,0.0086,0.0086,2.94e-01,1.00e+00
420,80,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
421,77,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
422,79,2,0.0099,0.0099,1.22e-01,1.00e+00,89,2,0.017,0.017,1.60e-01,1.00e+00
423,79,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
424,76,0,0.0099,0.0099,1.00e+00,1.00e+00,88,1,0.0085,0.0085,2.94e-01,1.00e+00
425,76,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
426,78,2,0.0099,0.0099,1.22e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
427,78,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
428,78,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
429,79,1,0.0099,0.0099,2.65e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
430,74,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
431,74,1,0.0099,0.0099,2.65e-01,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
432,74,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
433,75,1,0.0099,0.0099,2.65e-01,1.00e+00,90,1,0.0084,0.0084,2.94e-01,1.00e+00
434,75,0,0.0099,0.0099,1.00e+00,1.00e+00,89,1,0.0084,0.0084,2.94e-01,1.00e+00
435,74,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
436,75,1,0.0099,0.0099,2.65e-01,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
437,78,3,0.0099,0.0099,6.28e-02,1.00e+00,90,3,0.025,0.025,9.17e-02,1.00e+00
438,78,0,0.0099,0.0099,1.00e+00,1.00e+00,88,0,0.01,0.01,1.00e+00,1.00e+00
439,78,0,0.0099,0.0099,1.00e+00,1.00e+00,88,1,0.0084,0.0084,2.94e-01,1.00e+00
440,75,0,0.0099,0.0099,1.00e+00,1.00e+00,87,1,0.0085,0.0085,2.94e-01,1.00e+00
441,75,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
442,81,6,0.0099,0.0099,1.08e-02,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
443,81,0,0.0099,0.0099,1.00e+00,1.00e+00,87,0,0.01,0.01,1.00e+00,1.00e+00
444,82,1,0.0099,0.0099,2.65e-01,1.00e+00,88,1,0.0083,0.0083,2.94e-01,1.00e+00
445,81,0,0.0099,0.0099,1.00e+00,1.00e+00,87,3,0.025,0.025,9.17e-02,1.00e+00
446,80,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
447,88,8,0.0099,0.0099,3.57e-03,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
448,88,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
449,88,0,0.0099,0.0099,1.00e+00,1.00e+00,86,0,0.01,0.01,1.00e+00,1.00e+00
450,88,0,0.0099,0.0099,1.00e+00,1.00e+00,86,6,0.049,0.049,1.93e-02,1.00e+00
451,88,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
452,89,1,0.011,0.011,2.65e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
453,89,0,0.0099,0.0099,1.00e+00,1.00e+00,82,1,0.0085,0.0085,2.94e-01,1.00e+00
454,89,0,0.0099,0.0099,1.00e+00,1.00e+00,81,1,0.0085,0.0085,2.94e-01,1.00e+00
455,88,0,0.0099,0.0099,1.00e+00,1.00e+00,81,5,0.043,0.043,3.21e-02,1.00e+00
456,88,0,0.0099,0.0099,1.00e+00,1.00e+00,76,0,0.01,0.01,1.00e+00,1.00e+00
457,89,1,0.011,0.011,2.65e-01,1.00e+00,76,0,0.01,0.01,1.00e+00,1.00e+00
458,89,0,0.0099,0.0099,1.00e+00,1.00e+00,76,1,0.0087,0.0087,2.94e-01,1.00e+00
459,89,0,0.0099,0.0099,1.00e+00,1.00e+00,75,0,0.01,0.01,1.00e+00,1.00e+00
460,89,0,0.0099,0.0099,1.00e+00,1.00e+00,75,1,0.0087,0.0087,2.94e-01,1.00e+00
461,90,1,0.011,0.011,2.65e-01,1.00e+00,77,0,0.01,0.01,1.00e+00,1.00e+00
462,90,0,0.0099,0.0099,1.00e+00,1.00e+00,77,1,0.0085,0.0085,2.94e-01,1.00e+00
463,90,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
464,90,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
465,92,2,0.022,0.022,1.22e-01,1.00e+00,79,2,0.017,0.017,1.60e-01,1.00e+00
466,93,2,0.022,0.022,1.22e-01,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
467,93,0,0.0099,0.0099,1.00e+00,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
468,95,2,0.021,0.021,1.22e-01,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
469,95,0,0.0099,0.0099,1.00e+00,1.00e+00,80,2,0.017,0.017,1.60e-01,1.00e+00
470,94,0,0.0099,0.0099,1.00e+00,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
471,95,1,0.011,0.011,2.65e-01,1.00e+00,78,0,0.01,0.01,1.00e+00,1.00e+00
472,94,0,0.0099,0.0099,1.00e+00,1.00e+00,78,1,0.0085,0.0085,2.94e-01,1.00e+00
473,94,0,0.0099,0.0099,1.00e+00,1.00e+00,81,2,0.017,0.017,1.60e-01,1.00e+00
474,94,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
475,92,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
476,92,0,0.0099,0.0099,1.00e+00,1.00e+00,80,0,0.01,0.01,1.00e+00,1.00e+00
477,92,0,0.0099,0.0099,1.00e+00,1.00e+00,80,1,0.0081,0.0081,2.94e-01,1.00e+00
478,92,0,0.0099,0.0099,1.00e+00,1.00e+00,80,1,0.0081,0.0081,2.94e-01,1.00e+00
479,92,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
480,92,0,0.0099,0.0099,1.00e+00,1.00e+00,79,0,0.01,0.01,1.00e+00,1.00e+00
481,92,1,0.011,0.011,2.65e-01,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
482,92,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
483,92,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
484,91,0,0.0099,0.0099,1.00e+00,1.00e+00,91,0,0.01,0.01,1.00e+00,1.00e+00
485,91,0,0.0099,0.0099,1.00e+00,1.00e+00,91,1,0.0076,0.0076,2.94e-01,1.00e+00
486,87,0,0.0099,0.0099,1.00e+00,1.00e+00,90,1,0.0076,0.0076,2.94e-01,1.00e+00
487,87,0,0.0099,0.0099,1.00e+00,1.00e+00,89,0,0.01,0.01,1.00e+00,1.00e+00
488,89,3,0.034,0.034,6.28e-02,1.00e+00,89,5,0.038,0.038,3.21e-02,1.00e+00
489,87,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
490,87,0,0.0099,0.0099,1.00e+00,1.00e+00,84,0,0.01,0.01,1.00e+00,1.00e+00
491,85,0,0.0099,0.0099,1.00e+00,1.00e+00,84,1,0.0078,0.0078,2.94e-01,1.00e+00
492,85,0,0.0099,0.0099,1.00e+00,1.00e+00,83,0,0.01,0.01,1.00e+00,1.00e+00
493,87,2,0.0099,0.0099,1.22e-01,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
494,86,1,0.0099,0.0099,2.65e-01,1.00e+00,85,0,0.01,0.01,1.00e+00,1.00e+00
495,86,0,0.0099,0.0099,1.00e+00,1.00e+00,85,1,0.0078,0.0078,2.94e-01,1.00e+00
